id_cliente;nome_cliente;valor_orcado_6meses;valor_pedido_concluido_6meses;taxa_conversao;top1_categoria_orcamento_nome;top1_categoria_orcamento_valor;top1_categoria_orcamento_taxa;top2_categoria_orcamento_nome;top2_categoria_orcamento_valor;top2_categoria_orcamento_taxa;top3_categoria_orcamento_nome;top3_categoria_orcamento_valor;top3_categoria_orcamento_taxa;top1_categoria_pedido_nome;top1_categoria_pedido_valor;top1_categoria_pedido_taxa;top2_categoria_pedido_nome;top2_categoria_pedido_valor;top2_categoria_pedido_taxa;top3_categoria_pedido_nome;top3_categoria_pedido_valor;top3_categoria_pedido_taxa
54739929;SPARTAN'S OPERACIONAL DE TREINAMENTO INTENSIVO LTDA;153091.95;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;74864.25;48.9;PRODUTOS DE PAPEL PARA HIGIENE;37191.0;24.3;DESCARTÁVEIS E EMBALAGENS;25509.3;16.7;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
5969997;AGERDAN BARROSO JUNIOR EIRELI;111287.35;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;70724.75;63.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;21946.0;19.7;DESCARTÁVEIS E EMBALAGENS;13119.3;11.8;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
35700662;SAWEM DA AMAZONIA LTDA;98225.0;13454.8;12.05;PRODUTOS DE PAPEL PARA HIGIENE;38742.75;39.4;MATERIAL DE ESCRITÓRIO;22786.8;23.2;PRODUTOS QUÍMICOS DE LIMPEZA;10874.3;11.1;PRODUTOS DE PAPEL PARA HIGIENE;3654.0;27.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2345.0;17.4;Sem Categoria;2039.4;15.2
22128807;A.I.G.COMERCIAL LTDA;93871.9;0.0;0.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;41884.45;44.6;PRODUTOS QUÍMICOS DE LIMPEZA;18204.2;19.4;AROMATIZANTES E ODORIZADORES;15633.0;16.6;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
55114307;M. M. BARROS;93164.07;2920.7;3.04;DESCARTÁVEIS E EMBALAGENS;32457.5;34.8;PRODUTOS DE PAPEL PARA HIGIENE;18728.0;20.1;PRODUTOS QUÍMICOS DE LIMPEZA;15500.3;16.6;PRODUTOS QUÍMICOS DE LIMPEZA;1067.1;36.5;PRODUTOS DE PAPEL PARA HIGIENE;785.4;26.9;DESCARTÁVEIS E EMBALAGENS;599.6;20.5
54225132;ACR SERVICOS DE SAUDE LTDA;80868.5;10394.6;11.39;PRODUTOS QUÍMICOS DE LIMPEZA;39286.0;48.6;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;19469.5;24.1;PRODUTOS DE PAPEL PARA HIGIENE;15854.0;19.6;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6587.65;63.4;Sem Categoria;3577.5;34.4;PRODUTOS DE PAPEL PARA HIGIENE;114.8;1.1
5861530;CRIATIVA SERVICOS DE LIMPEZA E SEGURANCA EIRELI;73380.83;10375.7;12.39;PRODUTOS DE PAPEL PARA HIGIENE;40603.1;55.3;PRODUTOS QUÍMICOS DE LIMPEZA;17244.45;23.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;9422.03;12.8;PRODUTOS QUÍMICOS DE LIMPEZA;6399.3;61.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2556.7;24.6;DESCARTÁVEIS E EMBALAGENS;1419.7;13.7
5921920;MAP SERVICOS DE CONSERVACAO - EIRELI;72566.68;27482.33;27.47;PRODUTOS QUÍMICOS DE LIMPEZA;22045.98;30.4;PRODUTOS DE PAPEL PARA HIGIENE;16301.5;22.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;13052.75;18.0;PRODUTOS QUÍMICOS DE LIMPEZA;10555.1;38.4;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;7027.8;25.6;DESCARTÁVEIS E EMBALAGENS;5972.68;21.7
42286627;RH MULTI SERVICOS ADMINISTRATIVOS S.A;72284.37;14446.93;16.66;PRODUTOS DE PAPEL PARA HIGIENE;21149.17;29.3;DESCARTÁVEIS E EMBALAGENS;16013.75;22.1;PRODUTOS QUÍMICOS DE LIMPEZA;10298.4;14.2;PRODUTOS DE PAPEL PARA HIGIENE;4719.34;32.7;PRODUTOS QUÍMICOS DE LIMPEZA;3723.05;25.8;DESCARTÁVEIS E EMBALAGENS;2693.25;18.6
41730430;RH MULTI SERVICOS ADMINISTRATIVOS S.A;66107.2;22333.66;25.25;PRODUTOS DE PAPEL PARA HIGIENE;20958.83;31.7;DESCARTÁVEIS E EMBALAGENS;11391.95;17.2;PRODUTOS QUÍMICOS DE LIMPEZA;10798.49;16.3;DESCARTÁVEIS E EMBALAGENS;6021.45;27.0;PRODUTOS QUÍMICOS DE LIMPEZA;4998.6;22.4;PRODUTOS DE PAPEL PARA HIGIENE;4928.07;22.1
53172473;RS BUSINESS LTDA;65698.2;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;18190.75;27.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;16206.2;24.7;DESCARTÁVEIS E EMBALAGENS;16187.2;24.6;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
39327763;OMEGA SERVICOS DE MANUTENCAO,COMERCIO E IMPORTACAO DE MAQUIN;64661.99;12813.35;16.54;PRODUTOS DE PAPEL PARA HIGIENE;25065.5;38.8;PRODUTOS QUÍMICOS DE LIMPEZA;9321.0;14.4;DESCARTÁVEIS E EMBALAGENS;8811.9;13.6;PRODUTOS DE PAPEL PARA HIGIENE;3418.25;26.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;3203.9;25.0;PRODUTOS QUÍMICOS DE LIMPEZA;2341.85;18.3
53891623;RODRIGUES INDUSTRIA E COMERCIO DE COLCHOES LTDA;61343.25;24576.85;28.6;PRODUTOS QUÍMICOS DE LIMPEZA;24822.3;40.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;15744.5;25.7;AROMATIZANTES E ODORIZADORES;8035.2;13.1;PRODUTOS QUÍMICOS DE LIMPEZA;12078.85;49.1;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6276.9;25.5;AROMATIZANTES E ODORIZADORES;4947.6;20.1
42470906;MANJAR SERVICOS GERAIS SA;55443.86;27357.62;33.04;DESCARTÁVEIS E EMBALAGENS;31105.0;56.1;PRODUTOS QUÍMICOS DE LIMPEZA;12784.23;23.1;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;3321.0;6.0;DESCARTÁVEIS E EMBALAGENS;20719.05;75.7;PRODUTOS QUÍMICOS DE LIMPEZA;2909.8;10.6;PRODUTOS DE PAPEL PARA HIGIENE;1328.52;4.9
3770211;SIND.DAS EMPRESAS DE TRANSP.DE PASSAGEIROS DO EST.;54379.0;10059.49;15.61;PRODUTOS DE PAPEL PARA HIGIENE;17325.35;31.9;MATERIAL DE ESCRITÓRIO;11506.25;21.2;PRODUTOS QUÍMICOS DE LIMPEZA;9921.86;18.2;PRODUTOS QUÍMICOS DE LIMPEZA;3011.9;29.9;PRODUTOS DE PAPEL PARA HIGIENE;1863.0;18.5;EPI - REUTILIZÁVEIS;1314.0;13.1
3537237;PARENTE ANDRADE LTDA;47629.74;3636.7;7.09;PRODUTOS DE PAPEL PARA HIGIENE;24085.05;50.6;PRODUTOS QUÍMICOS DE LIMPEZA;8392.76;17.6;DESCARTÁVEIS E EMBALAGENS;6922.75;14.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;1780.1;49.0;PRODUTOS QUÍMICOS DE LIMPEZA;945.7;26.0;PRODUTOS DE PAPEL PARA HIGIENE;679.6;18.7
18299043;NORTE TECH SERVICOS EM ENERGIA LTDA;44605.45;25964.65;36.79;PRODUTOS QUÍMICOS DE LIMPEZA;15838.2;35.5;DESCARTÁVEIS E EMBALAGENS;11608.75;26.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;7084.35;15.9;DESCARTÁVEIS E EMBALAGENS;8526.95;32.8;PRODUTOS QUÍMICOS DE LIMPEZA;7638.05;29.4;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6006.1;23.1
41800806;GERBERA COSMETICOS LTDA;42545.35;5245.2;10.98;MATERIAL DE ESCRITÓRIO;13172.6;31.0;PRODUTOS QUÍMICOS DE LIMPEZA;6361.8;14.9;DESCARTÁVEIS E EMBALAGENS;6160.6;14.5;PRODUTOS DE PAPEL PARA HIGIENE;2135.1;40.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;1732.5;33.0;EPI - REUTILIZÁVEIS;1377.6;26.3
58974559;BRASANITAS EMPRESA BRASILEIRA DE SANEAMENTO E COM LTDA;41613.5;0.0;0.0;PRODUTOS DE PAPEL PARA HIGIENE;36063.5;86.7;DESCARTÁVEIS E EMBALAGENS;5550.0;13.3;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
3947921;ERAM ESTALEIRO RIO AMAZONAS LTDA;38946.24;13395.0;25.59;PRODUTOS QUÍMICOS DE LIMPEZA;12578.45;32.3;PRODUTOS DE PAPEL PARA HIGIENE;11296.25;29.0;DESCARTÁVEIS E EMBALAGENS;5469.1;14.0;PRODUTOS DE PAPEL PARA HIGIENE;6213.15;46.4;PRODUTOS QUÍMICOS DE LIMPEZA;2769.85;20.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2614.3;19.5
3900956;DSB COMERCIO DE ALIMENTOS EIRELI;37334.55;57096.15;60.46;PRODUTOS QUÍMICOS DE LIMPEZA;24323.85;65.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;4727.65;12.7;DESCARTÁVEIS E EMBALAGENS;4632.65;12.4;PRODUTOS QUÍMICOS DE LIMPEZA;34412.35;60.3;DESCARTÁVEIS E EMBALAGENS;10839.45;19.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6837.3;12.0
52838097;BARROS E CAMBRAIA SUL ALOJAMENTOS LTDA;36213.8;0.0;0.0;PRODUTOS DE PAPEL PARA HIGIENE;15825.0;43.7;PRODUTOS QUÍMICOS DE LIMPEZA;11195.6;30.9;DESCARTÁVEIS E EMBALAGENS;4440.5;12.3;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
42135094;INFO STORE COMPUTADORES DA AMAZONIA LTDA;35340.86;1124.57;3.08;MATERIAL DE ESCRITÓRIO;10914.54;30.9;DESCARTÁVEIS E EMBALAGENS;7088.9;20.1;PRODUTOS QUÍMICOS DE LIMPEZA;4393.01;12.4;MATERIAL DE ESCRITÓRIO;562.1;50.0;PRODUTOS QUÍMICOS DE LIMPEZA;414.05;36.8;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;59.5;5.3
51257059;TR SERVICE CONSERVACAO E LIMPEZA LTDA;34890.63;0.0;0.0;PRODUTOS DE PAPEL PARA HIGIENE;19191.05;55.0;DESCARTÁVEIS E EMBALAGENS;6472.75;18.6;Sem Categoria;4301.25;12.3;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
4515786;HISAMITSU FARMACEUTICA DO BRASIL LTDA;34287.75;35499.29;50.87;DESCARTÁVEIS E EMBALAGENS;13475.6;39.3;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;11638.25;33.9;MATERIAL DE ESCRITÓRIO;4521.9;13.2;DESCARTÁVEIS E EMBALAGENS;19458.7;54.8;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;7148.45;20.1;PRODUTOS QUÍMICOS DE LIMPEZA;3581.09;10.1
53486180;57.970.396 KEVIN MONTEIRO CAMARA;34175.35;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;15044.4;44.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;14444.5;42.3;PRODUTOS DE PAPEL PARA HIGIENE;1848.0;5.4;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
39794827;METALURGICA SATO DA AMAZONIA LTDA;33704.58;7129.11;17.46;MATERIAL DE ESCRITÓRIO;14962.2;44.4;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6997.27;20.8;PRODUTOS QUÍMICOS DE LIMPEZA;3666.8;10.9;PRODUTOS QUÍMICOS DE LIMPEZA;2171.8;30.5;PRODUTOS DE PAPEL PARA HIGIENE;1935.5;27.1;DESCARTÁVEIS E EMBALAGENS;1547.0;21.7
5220361;CONDOMINIO DO TVLANDIA MALL;32493.75;9537.67;22.69;PRODUTOS DE PAPEL PARA HIGIENE;24771.55;76.2;DESCARTÁVEIS E EMBALAGENS;3468.0;10.7;PRODUTOS QUÍMICOS DE LIMPEZA;1507.85;4.6;PRODUTOS QUÍMICOS DE LIMPEZA;3851.6;40.4;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;3624.02;38.0;EPI - REUTILIZÁVEIS;1280.3;13.4
11071625;MAYCA CONSTRUCOES E INSTALACOES ELETROMECANICAS EIRELI;32366.85;13628.68;29.63;PRODUTOS QUÍMICOS DE LIMPEZA;9312.35;28.8;PRODUTOS DE PAPEL PARA HIGIENE;6619.55;20.4;LIMPADORES COMUNS;4652.25;14.4;DESCARTÁVEIS E EMBALAGENS;3711.2;27.2;PRODUTOS DE PAPEL PARA HIGIENE;3303.35;24.2;PRODUTOS QUÍMICOS DE LIMPEZA;2630.2;19.3
57302854;J. N. S. DA SILVA & CIA LTDA;30789.0;4740.3;13.34;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;10495.25;34.1;PRODUTOS QUÍMICOS DE LIMPEZA;9692.5;31.5;Sem Categoria;5495.0;17.9;PRODUTOS QUÍMICOS DE LIMPEZA;4690.25;98.9;PRODUTOS DE PAPEL PARA HIGIENE;50.05;1.1;N/A;0.0;0.0
5264813;AMAZONIA FORMULA LTDA;30516.78;21280.2;41.08;PRODUTOS DE PAPEL PARA HIGIENE;11023.7;36.1;MATERIAL DE ESCRITÓRIO;7419.05;24.3;DESCARTÁVEIS E EMBALAGENS;2916.63;9.6;PRODUTOS DE PAPEL PARA HIGIENE;10702.85;50.3;PRODUTOS QUÍMICOS DE LIMPEZA;3448.5;16.2;DESCARTÁVEIS E EMBALAGENS;3319.75;15.6
22353868;IANSA INSTITUTO DE APERFEICOAMENTO E ENSINO SUPERIOR DO AMAZ;30433.1;1944.9;6.01;PRODUTOS DE PAPEL PARA HIGIENE;9848.35;32.4;MATERIAL DE ESCRITÓRIO;8412.4;27.6;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;3506.55;11.5;DESCARTÁVEIS E EMBALAGENS;573.5;29.5;PRODUTOS QUÍMICOS DE LIMPEZA;416.7;21.4;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;389.7;20.0
38962195;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;29577.95;882.0;2.9;PRODUTOS DE PAPEL PARA HIGIENE;17262.0;58.4;DESCARTÁVEIS E EMBALAGENS;6552.6;22.1;MATERIAL DE ESCRITÓRIO;2005.4;6.8;EPI - REUTILIZÁVEIS;672.0;76.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;210.0;23.8;N/A;0.0;0.0
42319549;M P MARINHO LTDA;29180.15;0.0;0.0;DESCARTÁVEIS E EMBALAGENS;14536.5;49.8;PRODUTOS DE PAPEL PARA HIGIENE;7971.25;27.3;MATERIAL DE ESCRITÓRIO;3106.8;10.7;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
55155770;R K G S DA SILVA;28082.25;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;10464.5;37.3;DESCARTÁVEIS E EMBALAGENS;8865.0;31.6;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;4802.75;17.1;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
60294131;AUTOPEL AUTOMACAO COMERCIAL E INFORMATICA LTDA.;27565.2;0.0;0.0;PRODUTOS QUÍMICOS DE LIMPEZA;13564.3;49.2;EPI - REUTILIZÁVEIS;5975.0;21.7;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;4830.0;17.5;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
42017745;AMAZONIA REFEICOES E SERVICOS LTDA;27489.25;161385.71;85.45;DESCARTÁVEIS E EMBALAGENS;17772.15;64.7;EPI - REUTILIZÁVEIS;3363.35;12.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2792.9;10.2;DESCARTÁVEIS E EMBALAGENS;107990.98;66.9;EPI - REUTILIZÁVEIS;19362.95;12.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;14630.82;9.1
33472851;RYMO-IMAGEM E PRODUTOS GRAFICOS DA AMAZONIA LTDA;25949.0;0.0;0.0;AROMATIZANTES E ODORIZADORES;22932.0;88.4;DESCARTÁVEIS E EMBALAGENS;2531.5;9.8;PRODUTOS QUÍMICOS DE LIMPEZA;401.0;1.6;N/A;0.0;0.0;N/A;0.0;0.0;N/A;0.0;0.0
14008661;SAT BRAS INDUSTRIA ELETRONICA DA AMAZONIA LTDA.;24619.2;7054.85;22.27;PRODUTOS DE PAPEL PARA HIGIENE;11549.05;46.9;DESCARTÁVEIS E EMBALAGENS;3998.0;16.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;3012.6;12.2;PRODUTOS DE PAPEL PARA HIGIENE;5540.55;78.5;PRODUTOS QUÍMICOS DE LIMPEZA;769.2;10.9;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;340.6;4.8
3421656;CONDOMINIO CRISTAL TOWER;24573.21;12044.9;32.89;PRODUTOS QUÍMICOS DE LIMPEZA;7038.2;28.6;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;6719.14;27.3;DESCARTÁVEIS E EMBALAGENS;5054.45;20.6;DESCARTÁVEIS E EMBALAGENS;6282.25;52.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;1992.0;16.5;PRODUTOS QUÍMICOS DE LIMPEZA;1755.55;14.6
52538601;INOVATHEC DA AMAZONIA LTDA;24417.9;299.5;1.21;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;7179.8;29.4;PRODUTOS QUÍMICOS DE LIMPEZA;6237.85;25.6;DESCARTÁVEIS E EMBALAGENS;5678.0;23.2;PRODUTOS QUÍMICOS DE LIMPEZA;245.7;82.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;53.8;18.0;N/A;0.0;0.0
59565617;IMPACTO EAS SERVICOS TERCEIRIZADOS LTDA;24027.85;9552.05;28.45;PRODUTOS QUÍMICOS DE LIMPEZA;16503.0;68.7;DESCARTÁVEIS E EMBALAGENS;3160.0;13.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2957.85;12.3;PRODUTOS QUÍMICOS DE LIMPEZA;3416.2;35.8;Sem Categoria;3110.8;32.6;DESCARTÁVEIS E EMBALAGENS;1311.6;13.7
6161811;CONDOMINIO SOBERANE RESIDENCE, CORPORATE E MALL;22679.15;11778.9;34.18;DESCARTÁVEIS E EMBALAGENS;11156.95;49.2;PRODUTOS QUÍMICOS DE LIMPEZA;3782.9;16.7;PRODUTOS DE PAPEL PARA HIGIENE;3600.0;15.9;DESCARTÁVEIS E EMBALAGENS;6690.15;56.8;PRODUTOS DE PAPEL PARA HIGIENE;2400.0;20.4;PRODUTOS QUÍMICOS DE LIMPEZA;1090.95;9.3
3305020;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;22358.36;5646.07;20.16;PRODUTOS DE PAPEL PARA HIGIENE;9588.5;42.9;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;4674.42;20.9;DESCARTÁVEIS E EMBALAGENS;4169.1;18.6;PRODUTOS DE PAPEL PARA HIGIENE;1692.4;30.0;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;1565.82;27.7;PRODUTOS QUÍMICOS DE LIMPEZA;1419.65;25.1
41224831;SERVICO NACIONAL DE APRENDIZAGEM RURAL SENAR-AR/AM;22318.5;5433.7;19.58;DESCARTÁVEIS E EMBALAGENS;15107.6;67.7;EPI - REUTILIZÁVEIS;5616.4;25.2;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;761.45;3.4;DESCARTÁVEIS E EMBALAGENS;2157.7;39.7;PRODUTOS QUÍMICOS DE LIMPEZA;1310.95;24.1;PRODUTOS DE PAPEL PARA HIGIENE;778.05;14.3
5428391;AMMAC INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;21678.17;9275.1;29.96;DESCARTÁVEIS E EMBALAGENS;5092.08;23.5;PRODUTOS DE PAPEL PARA HIGIENE;4873.25;22.5;ALIMENTO E BEBIDAS;3564.0;16.4;EPI - REUTILIZÁVEIS;3719.0;40.1;DESCARTÁVEIS E EMBALAGENS;1897.45;20.5;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;1176.25;12.7
42714199;SUPER G - TRANSPORTE E LOCACAO DE EQUIPAMENTOS INDUSTRIAIS L;21509.98;15202.88;41.41;MATERIAL DE ESCRITÓRIO;5874.7;27.3;PRODUTOS DE PAPEL PARA HIGIENE;4081.5;19.0;EPI - REUTILIZÁVEIS;3191.25;14.8;PRODUTOS DE PAPEL PARA HIGIENE;7039.0;46.3;UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA;2046.1;13.5;PRODUTOS QUÍMICOS DE LIMPEZA;1848.7;12.2
3966030;DE PASQUAL HOTEIS E TURISMO LTDA.;20514.5;24159.58;54.08;PRODUTOS DE PAPEL PARA HIGIENE;6754.6;32.9;PRODUTOS QUÍMICOS DE LIMPEZA;3962.35;19.3;DESCARTÁVEIS E EMBALAGENS;3947.2;19.2;PRODUTOS DE PAPEL PARA HIGIENE;10752.25;44.5;PRODUTOS QUÍMICOS DE LIMPEZA;5328.5;22.1;DESCARTÁVEIS E EMBALAGENS;2755.18;11.4
